manufacturer,model,age,odometer,fuel,transmission,engine_cc,max_power,seats,price,region,type,cylinders,drive
maruti,wagon r,13,28640,petrol,manual,998,67.1,5,166000,,,,
toyota,innova,14,175000,diesel,manual,2494,102.0,8,600000,,,,
mahindra,bolero,3,30000,diesel,manual,1493,70.0,7,750000,,,,
maruti,baleno,5,50000,petrol,manual,1197,83.1,5,575000,,,,
ford,ecosport,3,36000,diesel,manual,1498,98.96,5,825000,,,,
bmw,x1,4,40100,diesel,automatic,1995,188.0,5,2499000,,,,
hyundai,i20,10,66692,petrol,manual,1197,80.0,5,310000,,,,
maruti,alto,5,8230,petrol,manual,998,67.1,5,270000,,,,
renault,kwid,5,35000,petrol,manual,799,53.3,5,244000,,,,
maruti,swift dzire,7,120000,diesel,manual,1248,74.0,5,440000,,,,
hyundai,creta,6,66500,diesel,manual,1582,126.2,5,750000,,,,
maruti,alto,4,7000,petrol,manual,998,67.05,5,300000,,,,
maruti,wagon r,9,60000,cng,manual,998,58.2,5,215000,,,,
maruti,swift dzire,9,25000,petrol,manual,1197,85.8,5,540000,,,,
mahindra,xuv300,1,2000,diesel,manual,1497,115.0,5,800000,,,,
maruti,swift dzire,8,58000,diesel,manual,1248,74.0,5,420000,,,,
maruti,celerio,4,38963,petrol,manual,998,67.04,5,425000,,,,
datsun,go,6,30000,petrol,manual,1198,67.0,5,276000,,,,
ford,freestyle,3,63001,diesel,manual,1499,98.97,5,600000,,,,
bmw,x1,4,40000,diesel,automatic,1998,192.0,5,2499000,,,,
maruti,swift,7,57351,diesel,manual,1248,74.0,5,450000,,,,
skoda,superb,8,69000,diesel,automatic,1968,138.1,5,649000,,,,
toyota,fortuner,6,132000,diesel,manual,2982,168.5,7,1600000,,,,
maruti,wagon r,3,9450,petrol,automatic,998,67.0,5,412000,,,,
mahindra,scorpio,5,20000,diesel,manual,1997,120.0,7,879000,,,,
maruti,swift dzire,5,78051,petrol,manual,1197,83.14,5,625000,,,,
hyundai,creta,2,19000,petrol,manual,1591,121.3,5,1075000,,,,
honda,amaze,7,46000,petrol,manual,1198,86.7,5,480000,,,,
maruti,ertiga,9,90000,diesel,manual,1248,88.76,7,450000,,,,
hyundai,i20,10,70000,diesel,manual,1396,90.0,5,200000,,,,
maruti,celerio,5,35887,petrol,automatic,998,67.04,5,390000,,,,
honda,jazz,11,68000,petrol,manual,1198,90.0,5,230000,,,,
maruti,celerio,7,32000,petrol,manual,998,67.04,5,425000,,,,
volkswagen,polo,7,59000,diesel,manual,1498,88.5,5,490000,,,,
hyundai,verna,3,33000,diesel,manual,1582,126.2,5,1090000,,,,
maruti,wagon r,9,12000,petrol,manual,998,67.1,5,265000,,,,
renault,kwid,4,70000,petrol,manual,999,67.0,5,345000,,,,
honda,city,6,35000,petrol,manual,1497,117.6,5,600000,,,,
maruti,wagon r,7,40000,petrol,manual,998,67.04,5,300000,,,,
mahindra,thar,4,44000,diesel,manual,2498,105.0,6,699000,,,,
volkswagen,vento,6,43000,petrol,manual,1598,103.2,5,489000,,,,
hyundai,grand,3,30000,petrol,manual,1197,81.86,5,525000,,,,
datsun,go,3,9605,petrol,manual,1198,67.0,7,530000,,,,
mercedes-benz,e-class,16,123374,petrol,automatic,2497,203.0,5,421000,,,,
hyundai,creta,4,195000,diesel,automatic,1582,126.2,5,1100000,,,,
toyota,fortuner,9,120000,diesel,manual,2982,168.5,7,1400000,,,,
honda,civic,15,82000,petrol,manual,1799,130.0,5,89000,,,,
ford,ecosport,7,78409,petrol,automatic,1499,110.0,5,560000,,,,
tata,nexon,2,25000,diesel,manual,1497,108.5,5,750000,,,,
hyundai,i10,11,80000,petrol,manual,1197,78.9,5,160000,,,,
honda,amaze,4,80000,petrol,manual,1198,86.7,5,440000,,,,
maruti,baleno,3,33100,petrol,manual,1197,83.1,5,515000,,,,
hyundai,verna,10,50000,petrol,automatic,1591,121.3,5,450000,,,,
maruti,alto,2,5000,petrol,manual,998,67.05,5,420000,,,,
audi,a6,8,51000,diesel,automatic,1968,174.33,5,1750000,,,,
ford,aspire,5,37000,petrol,manual,1196,86.8,5,380000,,,,
hyundai,i10,12,34402,petrol,manual,1086,68.05,5,240000,,,,
maruti,wagon r,14,42125,lpg,manual,1061,57.5,5,120000,,,,
toyota,fortuner,9,60000,diesel,manual,2982,168.5,7,1400000,,,,
renault,kwid,3,21400,petrol,manual,999,67.0,5,365000,,,,
hyundai,grand,4,30000,petrol,automatic,1197,81.86,5,575000,,,,
honda,amaze,3,36951,diesel,manual,1498,98.63,5,780000,,,,
maruti,swift dzire,5,50000,diesel,manual,1248,73.9,5,525000,,,,
hyundai,creta,5,50000,diesel,manual,1582,126.2,5,750000,,,,
hyundai,i10,6,40000,petrol,manual,1086,68.05,5,325000,,,,
bmw,3,9,50000,diesel,automatic,1995,184.0,5,1200000,,,,
renault,kwid,6,32000,petrol,manual,799,53.26,5,245000,,,,
honda,city,7,100000,petrol,manual,1497,117.3,5,600000,,,,
datsun,go,4,44000,petrol,manual,1198,67.05,5,255000,,,,
hyundai,creta,6,64907,diesel,manual,1582,126.2,5,800000,,,,
honda,city,6,66983,petrol,manual,1497,117.3,5,550000,,,,
ford,figo,10,38256,petrol,manual,1196,70.0,5,220000,,,,
toyota,innova,4,30000,diesel,automatic,2755,171.5,7,1900000,,,,
mahindra,bolero,6,120000,diesel,manual,2523,63.0,9,473000,,,,
renault,kwid,2,5000,petrol,manual,799,53.3,5,375000,,,,
hyundai,verna,4,23228,petrol,manual,1396,105.5,5,625000,,,,
maruti,alto,10,16300,petrol,manual,796,46.3,5,168000,,,,
skoda,rapid,4,50000,diesel,manual,1498,108.6,5,850000,,,,
maruti,wagon r,6,7830,petrol,manual,998,67.04,5,354000,,,,
mahindra,marazzo,2,18000,diesel,manual,1497,121.0,7,1025000,,,,
honda,city,11,180000,petrol,manual,1497,118.0,5,400000,,,,
maruti,swift dzire,2,10000,diesel,manual,1248,74.02,5,755000,,,,
honda,city,11,50000,petrol,automatic,1497,118.0,5,310000,,,,
hyundai,i20,5,65000,petrol,manual,1197,81.86,5,545000,,,,
jeep,compass,4,52000,diesel,manual,1956,170.0,5,1549000,,,,
mahindra,thar,3,36000,diesel,manual,2523,63.0,7,745000,,,,
maruti,alto,5,60000,petrol,manual,998,67.05,5,270000,,,,
honda,city,6,35000,petrol,manual,1497,117.3,5,570000,,,,
maruti,wagon r,14,53000,petrol,manual,1061,67.0,5,121000,,,,
hyundai,i20,8,33135,petrol,manual,1197,80.0,5,325000,,,,
maruti,eeco,11,7000,petrol,manual,1196,73.0,7,230000,,,,
maruti,alto,13,110000,petrol,manual,796,46.3,5,85000,,,,
honda,city,5,55555,petrol,manual,1497,118.0,5,590000,,,,
hyundai,grand,3,48000,diesel,manual,1186,73.97,5,625000,,,,
maruti,alto,2,15000,petrol,manual,796,47.3,5,310000,,,,
maruti,alto,11,29000,petrol,manual,796,46.3,5,150000,,,,
hyundai,grand,6,42715,petrol,manual,1197,82.0,5,410000,,,,
maruti,ciaz,4,67238,diesel,manual,1248,88.5,5,675000,,,,
hyundai,i20,5,100000,diesel,manual,1396,88.73,5,550000,,,,
mahindra,kuv,4,35000,petrol,manual,1198,82.0,6,450000,,,,
ford,ecosport,7,65238,diesel,manual,1498,89.84,5,600000,,,,
maruti,ciaz,5,37000,petrol,automatic,1373,91.1,5,550000,,,,
hyundai,i20,6,25000,diesel,manual,1396,88.73,5,525000,,,,
renault,kwid,4,17000,petrol,manual,799,53.3,5,300000,,,,
ford,figo,9,115000,diesel,manual,1399,68.0,5,350000,,,,
maruti,swift dzire,5,35000,diesel,manual,1248,74.0,5,600000,,,,
mahindra,scorpio,3,6345,diesel,manual,2179,140.0,7,1425000,,,,
hyundai,i20,6,60000,petrol,manual,1197,81.83,5,500000,,,,
hyundai,i20,9,74357,petrol,manual,1197,80.0,5,470000,,,,
hyundai,i20,3,25000,petrol,manual,1197,81.86,5,600000,,,,
mahindra,kuv,5,65000,diesel,manual,1198,77.0,6,345000,,,,
maruti,swift,4,100000,diesel,manual,1248,74.0,5,580000,,,,
volkswagen,polo,8,23000,petrol,manual,1198,73.9,5,350000,,,,
tata,nexon,3,47000,diesel,manual,1497,108.5,5,680000,,,,
hyundai,verna,5,27000,petrol,manual,1396,105.5,5,550000,,,,
ford,ecosport,3,18000,diesel,manual,1498,98.96,5,1050000,,,,
tata,nexon,1,5000,petrol,manual,1198,108.5,5,750000,,,,
ford,ecosport,7,54000,diesel,manual,1498,89.84,5,520000,,,,
renault,duster,4,51430,diesel,manual,1461,83.8,5,625000,,,,
honda,wr-v,4,36000,petrol,manual,1199,88.7,5,625000,,,,
hyundai,i20,5,60000,petrol,manual,1197,81.83,5,515000,,,,
hyundai,i10,9,35000,petrol,manual,1197,78.9,5,245000,,,,
honda,city,2,9000,petrol,automatic,1497,117.6,5,1150000,,,,
land rover,rover,4,60000,diesel,automatic,2179,147.5,7,3800000,,,,
hyundai,grand,1,3800,petrol,manual,1197,81.86,5,600000,,,,
maruti,wagon r,4,40000,cng,manual,998,58.16,5,330000,,,,
renault,kwid,4,20914,petrol,manual,999,67.0,5,340000,,,,
maruti,wagon r,3,45455,petrol,manual,998,67.1,5,425000,,,,
honda,amaze,3,70000,petrol,automatic,1199,88.7,5,620000,,,,
maruti,ignis,3,20000,petrol,manual,1197,81.8,5,570000,,,,
maruti,alto,14,46000,petrol,manual,796,46.3,5,110000,,,,
honda,city,8,15000,petrol,manual,1497,116.3,5,470000,,,,
hyundai,i20,5,20000,petrol,manual,1197,81.86,5,540000,,,,
hyundai,venue,2,28600,diesel,manual,1396,88.7,5,1050000,,,,
toyota,innova,2,25000,diesel,manual,2393,147.8,8,1950000,,,,
maruti,ciaz,2,30000,petrol,automatic,1462,103.25,5,960000,,,,
maruti,wagon r,6,90000,petrol,manual,998,67.04,5,400000,,,,
maruti,swift dzire,2,15000,diesel,manual,1248,74.02,5,757000,,,,
hyundai,i10,5,30000,petrol,manual,1086,68.05,5,325000,,,,
honda,city,6,45000,diesel,manual,1498,98.6,5,575000,,,,
tata,tiago,4,50000,petrol,manual,1199,84.0,5,400000,,,,
datsun,redigo,5,13000,petrol,manual,799,53.64,5,285000,,,,
volkswagen,polo,6,40346,petrol,manual,1198,74.0,5,400000,,,,
skoda,superb,6,40000,petrol,manual,1798,157.75,5,895000,,,,
ford,ecosport,2,18500,petrol,manual,1497,121.31,5,950000,,,,
maruti,ciaz,5,18000,petrol,manual,1373,91.1,5,525000,,,,
maruti,swift,10,70000,petrol,manual,1197,85.0,5,240000,,,,
hyundai,i20,5,62000,petrol,manual,1197,81.83,5,500000,,,,
mahindra,bolero,9,200000,diesel,manual,2523,63.0,8,400000,,,,
hyundai,grand,4,18000,petrol,manual,1197,81.86,5,460000,,,,
maruti,wagon r,5,63554,petrol,manual,998,67.04,5,350000,,,,
hyundai,i10,14,55756,petrol,manual,1086,68.05,5,200000,,,,
tata,tiago,2,21860,petrol,manual,1199,84.48,5,425000,,,,
tata,tiago,3,20000,petrol,manual,1199,84.0,5,440000,,,,
maruti,swift dzire,3,40000,diesel,manual,1248,74.02,5,740000,,,,
mercedes-benz,e-class,7,10000,diesel,automatic,2143,201.1,5,3600000,,,,
hyundai,i20,10,17728,petrol,manual,1197,80.0,5,215000,,,,
maruti,swift,7,60000,diesel,manual,1248,74.0,5,475000,,,,
ford,figo,10,54263,diesel,manual,1399,68.0,5,225000,,,,
mahindra,xuv500,9,130000,diesel,manual,2179,140.0,7,850000,,,,
hyundai,santro,13,89346,petrol,manual,1086,63.0,5,100000,,,,
maruti,vitara,2,40000,diesel,manual,1248,88.5,5,900000,,,,
maruti,swift,5,110000,diesel,manual,1248,74.0,5,500000,,,,
tata,nexon,3,4200,petrol,manual,1198,108.5,5,755000,,,,
maruti,alto,6,40000,petrol,manual,998,67.05,5,325000,,,,
maruti,wagon r,3,30000,petrol,manual,998,67.04,5,425000,,,,
tata,safari,4,50000,diesel,manual,2179,147.94,7,890000,,,,
tata,safari,14,80000,petrol,manual,2092,127.0,7,70000,,,,
hyundai,i20,8,36000,petrol,manual,1197,82.9,5,324000,,,,
maruti,alto,10,29000,petrol,manual,796,46.3,5,180000,,,,
maruti,swift,4,90000,petrol,manual,1197,81.8,5,450000,,,,
toyota,innova,10,146781,diesel,manual,2494,102.0,7,610000,,,,
hyundai,elantra,3,32000,petrol,automatic,1999,149.92,5,1199000,,,,
maruti,alto,3,20000,petrol,manual,796,47.3,5,322000,,,,
maruti,vitara,3,64000,diesel,manual,1248,88.5,5,790000,,,,
mahindra,kuv,5,36000,petrol,manual,1198,82.0,5,400000,,,,
maruti,baleno,3,25000,petrol,manual,1197,83.1,5,700000,,,,
mahindra,xuv300,2,11840,petrol,manual,1197,110.0,5,1190000,,,,
honda,wr-v,1,5000,petrol,manual,1199,88.7,5,925000,,,,
mercedes-benz,cls,7,8000,petrol,automatic,3498,306.0,4,4200000,,,,
maruti,alto,8,38600,petrol,manual,998,67.1,5,229000,,,,
hyundai,creta,5,20234,petrol,manual,1591,121.3,5,925000,,,,
mahindra,scorpio,6,80000,diesel,manual,1997,120.0,7,900000,,,,
hyundai,creta,6,85000,diesel,manual,1582,126.2,5,860000,,,,
maruti,wagon r,11,20000,petrol,manual,998,67.1,5,350000,,,,
maruti,swift dzire,6,100000,diesel,manual,1248,74.0,5,500000,,,,
ford,ecosport,6,720000,diesel,manual,1498,89.84,5,675000,,,,
maruti,swift dzire,6,26000,petrol,manual,1197,83.14,5,475000,,,,
mahindra,scorpio,6,40000,diesel,manual,2523,75.0,9,800000,,,,
renault,kwid,2,30000,petrol,manual,999,67.0,5,350000,,,,
honda,city,7,30000,petrol,manual,1497,117.3,5,625000,,,,
honda,civic,10,180000,petrol,manual,1799,130.2,5,350000,,,,
hyundai,i10,9,31000,petrol,manual,1086,68.05,5,252000,,,,
honda,city,6,80000,diesel,manual,1498,98.6,5,600000,,,,
bmw,3,2,2000,diesel,automatic,1995,184.0,5,4300000,,,,
maruti,celerio,3,15000,petrol,manual,998,67.0,5,400000,,,,
maruti,alto,7,37604,petrol,manual,998,67.1,5,300000,,,,
maruti,eeco,7,50000,petrol,manual,1196,73.0,7,250000,,,,
hyundai,verna,8,42000,diesel,manual,1582,126.32,5,415000,,,,
mahindra,scorpio,8,130000,diesel,manual,2179,120.0,8,550000,,,,
hyundai,i20,4,35000,petrol,manual,1197,82.85,5,545000,,,,
toyota,innova,2,15000,diesel,manual,2393,147.8,8,1570000,,,,
honda,city,6,48000,diesel,manual,1498,98.6,5,650000,,,,
mercedes-benz,e-class,9,140000,diesel,automatic,2987,265.0,5,2550000,,,,
mahindra,bolero,9,100000,diesel,manual,2523,62.1,7,360000,,,,
mercedes-benz,e-class,4,52000,diesel,automatic,2143,204.0,5,2950000,,,,
maruti,eeco,5,50000,petrol,manual,1196,73.0,7,350000,,,,
bmw,3,7,90000,diesel,automatic,1995,188.0,5,2025000,,,,
ford,ecosport,3,5972,diesel,manual,1498,98.96,5,975000,,,,
honda,city,6,51000,petrol,manual,1497,117.3,5,550000,,,,
mahindra,bolero,6,170000,diesel,manual,2523,62.1,7,520000,,,,
hyundai,i20,4,12000,petrol,manual,1197,81.83,5,775000,,,,
maruti,alto,7,50000,petrol,manual,796,47.3,5,210000,,,,
mahindra,bolero,5,120000,diesel,manual,2523,63.0,9,520000,,,,
renault,duster,8,80000,diesel,manual,1461,83.8,5,380000,,,,
honda,city,7,110000,diesel,manual,1498,98.6,5,600000,,,,
renault,duster,6,63000,diesel,manual,1461,83.8,5,550000,,,,
toyota,innova,4,71000,diesel,manual,2393,147.8,7,1575000,,,,
audi,q7,6,70000,diesel,automatic,2967,241.4,7,2900000,,,,
hyundai,creta,3,82000,diesel,manual,1582,126.2,5,1135000,,,,
maruti,swift dzire,9,47000,diesel,manual,1248,74.0,5,371000,,,,
tata,tiago,4,32455,petrol,manual,1199,84.0,5,400000,,,,
hyundai,creta,6,72000,diesel,manual,1582,126.2,5,950000,,,,
maruti,swift,2,15000,petrol,manual,1197,81.8,5,710000,,,,
honda,city,19,110000,petrol,manual,1493,100.0,5,50000,,,,
maruti,alto,5,50000,petrol,manual,998,67.05,5,276000,,,,
tata,nexon,4,20000,petrol,manual,1198,108.5,5,550000,,,,
mahindra,bolero,11,85000,diesel,manual,2523,63.0,7,330000,,,,
maruti,wagon r,7,70000,petrol,manual,998,67.04,5,400000,,,,
volkswagen,polo,2,13000,petrol,manual,1199,74.0,5,480000,,,,
hyundai,santro,13,64022,petrol,manual,1086,62.1,5,180000,,,,
hyundai,i20,4,110000,diesel,manual,1396,88.73,5,670000,,,,
maruti,alto,2,30000,petrol,manual,998,67.05,5,363000,,,,
maruti,ciaz,7,78000,diesel,manual,1248,88.5,5,625000,,,,
mahindra,bolero,5,58800,diesel,manual,2523,63.0,7,585000,,,,
ford,figo,5,70000,diesel,manual,1498,99.0,5,400000,,,,
hyundai,i20,5,10487,petrol,manual,1197,81.83,5,449000,,,,
skoda,rapid,7,349000,diesel,manual,1498,103.52,5,349000,,,,
mahindra,scorpio,8,100000,diesel,manual,2179,120.0,8,650000,,,,
toyota,fortuner,4,40000,diesel,manual,2755,174.5,7,3000000,,,,
renault,duster,8,100000,diesel,manual,1461,108.45,5,325000,,,,
hyundai,i20,9,45000,petrol,manual,1197,80.0,5,380000,,,,
maruti,swift dzire,4,50000,diesel,manual,1248,74.02,5,740000,,,,
maruti,vitara,4,39000,diesel,manual,1248,88.5,5,880000,,,,
mahindra,scorpio,3,40000,diesel,manual,2179,140.0,7,1200000,,,,
ford,freestyle,3,50000,petrol,manual,1194,94.68,5,625000,,,,
maruti,ignis,4,8600,petrol,manual,1197,81.8,5,600000,,,,
ford,figo,5,35000,petrol,manual,1196,86.8,5,500000,,,,
ford,ecosport,5,48000,petrol,automatic,1499,110.0,5,699000,,,,
maruti,ertiga,8,55000,diesel,manual,1248,88.5,7,710000,,,,
maruti,swift dzire,5,120000,diesel,manual,1248,74.0,5,500000,,,,
bmw,x1,5,24000,diesel,automatic,1998,192.0,5,2575000,,,,
maruti,baleno,4,35000,petrol,manual,1197,83.1,5,600000,,,,
maruti,alto,11,87743,petrol,manual,796,46.3,5,150000,,,,
mahindra,kuv100,5,51630,diesel,manual,1198,77.0,6,245000,,,,
mahindra,xuv500,7,43000,diesel,manual,2179,140.0,7,725000,,,,
toyota,innova,7,82000,diesel,manual,2494,100.6,8,879000,,,,
hyundai,i10,11,50000,petrol,manual,1197,78.9,5,210000,,,,
tata,safari,5,100000,diesel,manual,2179,153.86,7,750000,,,,
tata,tiago,2,12000,petrol,manual,1199,84.0,5,470000,,,,
mahindra,bolero,4,59170,diesel,manual,1493,70.0,7,595000,,,,
maruti,alto,11,41000,petrol,manual,796,46.3,5,160000,,,,
hyundai,venue,1,10000,diesel,manual,1493,98.6,5,1000000,,,,
maruti,celerio,6,50000,petrol,manual,998,67.04,5,305000,,,,
maruti,wagon r,3,32000,petrol,manual,998,67.05,5,435000,,,,
hyundai,i20,11,80000,petrol,manual,1197,80.0,5,250000,,,,
ford,figo,9,90000,diesel,manual,1399,68.0,5,150000,,,,
mahindra,xuv500,7,82001,diesel,manual,2179,140.0,7,755000,,,,
maruti,alto,7,33000,petrol,manual,796,47.3,5,237000,,,,
hyundai,i20,4,35000,petrol,manual,1197,81.83,5,625000,,,,
maruti,swift dzire,6,80000,cng,manual,1197,85.8,5,325000,,,,
hyundai,grand,5,35000,petrol,manual,1197,82.0,5,420000,,,,
ford,figo,7,63407,diesel,manual,1399,68.05,5,440000,,,,
mahindra,xuv500,3,27300,diesel,automatic,2179,152.87,7,1605000,,,,
mahindra,bolero,9,68000,diesel,manual,2523,62.1,7,400000,,,,
mahindra,xuv500,3,50000,diesel,manual,2179,152.87,7,1350000,,,,
maruti,alto,3,32000,petrol,manual,796,47.3,5,280000,,,,
maruti,ertiga,4,25000,petrol,manual,1373,91.1,7,630000,,,,
renault,kwid,6,5000,petrol,manual,799,53.3,5,250000,,,,
hyundai,i10,8,52000,petrol,manual,1197,78.9,5,235000,,,,
ford,figo,10,36000,petrol,manual,1196,70.0,5,185000,,,,
maruti,wagon r,9,53000,petrol,manual,1197,81.8,5,275000,,,,
hyundai,grand,4,29000,petrol,manual,1197,81.86,5,467000,,,,
hyundai,creta,5,60000,diesel,manual,1582,126.2,5,975000,,,,
hyundai,grand,3,21000,petrol,manual,1197,81.86,5,580000,,,,
volkswagen,polo,7,71377,diesel,manual,1199,73.9,5,365000,,,,
honda,city,2,21000,diesel,manual,1498,97.9,5,1050000,,,,
hyundai,i20,1,5000,petrol,automatic,1197,81.86,5,730000,,,,
maruti,alto,5,15000,petrol,manual,796,47.3,5,289000,,,,
toyota,fortuner,6,60000,diesel,manual,2982,168.5,7,1600000,,,,
maruti,wagon r,6,37564,petrol,manual,998,67.1,5,330000,,,,
maruti,alto,6,50000,petrol,manual,796,47.3,5,250000,,,,
honda,wr-v,4,34250,petrol,manual,1199,88.7,5,825000,,,,
tata,tiago,5,29200,diesel,manual,1047,69.0,5,320000,,,,
honda,city,4,44316,petrol,manual,1497,118.0,5,740000,,,,
toyota,innova,13,90000,diesel,manual,2494,102.0,8,695000,,,,
hyundai,i20,4,39000,petrol,manual,1197,81.83,5,595000,,,,
maruti,swift dzire,9,120000,diesel,manual,1248,73.9,5,450000,,,,
maruti,swift,5,55000,diesel,manual,1248,74.0,5,451000,,,,
maruti,wagon r,6,30000,petrol,automatic,998,67.04,5,330000,,,,
ford,ecosport,2,15000,diesel,manual,1498,98.59,5,875000,,,,
maruti,alto,10,30000,petrol,manual,796,46.3,5,150000,,,,
bmw,3,12,15000,petrol,automatic,1995,154.0,5,750000,,,,
toyota,fortuner,11,115000,diesel,manual,2982,171.0,7,775000,,,,
maruti,wagon r,14,70000,petrol,manual,1061,67.0,5,80000,,,,
maruti,ignis,4,8000,petrol,manual,1197,81.8,5,420000,,,,
honda,amaze,6,66000,diesel,manual,1498,98.6,5,415000,,,,
maruti,swift dzire,4,33800,diesel,manual,1248,74.02,5,580000,,,,
maruti,alto,6,38000,petrol,manual,998,67.05,5,260000,,,,
renault,kwid,5,40000,petrol,manual,999,67.0,5,255000,,,,
maruti,wagon r,6,32000,petrol,manual,998,67.04,5,320000,,,,
hyundai,i20,3,25000,petrol,manual,1197,81.83,5,645000,,,,
porsche,cayenne,8,120000,diesel,automatic,2967,240.0,5,5000000,,,,
tata,tiago,5,35000,petrol,manual,1199,84.0,5,300000,,,,
maruti,swift,9,40000,petrol,manual,1197,85.8,5,320000,,,,
maruti,alto,6,36668,petrol,manual,796,47.3,5,270000,,,,
maruti,swift,8,60000,diesel,manual,1248,74.0,5,360000,,,,
honda,amaze,4,70000,diesel,manual,1498,98.6,5,450000,,,,
mahindra,kuv,5,35000,diesel,manual,1198,77.0,6,700000,,,,
toyota,fortuner,4,19000,diesel,manual,2755,174.5,7,2950000,,,,
maruti,swift dzire,9,50000,petrol,manual,1197,83.14,5,400000,,,,
maruti,swift,6,50000,diesel,manual,1248,74.0,5,475000,,,,
renault,duster,6,25000,petrol,manual,1598,102.57,5,450000,,,,
maruti,baleno,3,35000,petrol,manual,1197,83.1,5,540000,,,,
hyundai,i20,6,80000,petrol,manual,1197,81.83,5,425000,,,,
maruti,baleno,5,50000,diesel,manual,1248,74.0,5,725000,,,,
maruti,ignis,3,20000,petrol,manual,1197,81.8,5,520000,,,,
maruti,swift dzire,6,52000,diesel,manual,1248,74.0,5,449000,,,,
maruti,celerio,7,35000,petrol,manual,998,67.04,5,350000,,,,
hyundai,creta,4,70000,diesel,manual,1396,88.7,5,850000,,,,
maruti,alto,5,20000,petrol,manual,796,47.3,5,235000,,,,
maruti,vitara,4,15000,diesel,manual,1248,88.5,5,740000,,,,
hyundai,verna,7,35000,petrol,manual,1591,121.3,5,550000,,,,
ford,figo,6,61879,diesel,manual,1399,68.05,5,450000,,,,
honda,city,4,40000,petrol,manual,1497,117.3,5,649000,,,,
datsun,go,5,50000,petrol,manual,1198,67.05,7,310000,,,,
renault,duster,5,130000,diesel,manual,1461,83.8,5,595000,,,,
mahindra,xuv500,8,55000,diesel,manual,2179,140.0,7,749000,,,,
hyundai,verna,3,110000,diesel,manual,1582,126.2,5,900000,,,,
hyundai,i20,1,7120,petrol,manual,1197,81.86,5,690000,,,,
mahindra,bolero,3,33500,diesel,manual,2523,62.1,7,695000,,,,
maruti,swift,2,12500,petrol,manual,1197,81.8,5,611000,,,,
renault,duster,6,38000,diesel,manual,1461,83.8,5,685000,,,,
ford,ecosport,6,102693,diesel,manual,1498,98.96,5,550000,,,,
maruti,wagon r,13,84915,lpg,manual,1061,57.5,5,175000,,,,
maruti,wagon r,5,32000,petrol,manual,998,67.05,5,365000,,,,
maruti,ignis,3,11000,petrol,automatic,1197,81.8,5,550000,,,,
mg,hector,1,1001,diesel,manual,1956,167.68,5,2000000,,,,
maruti,alto,6,50000,petrol,manual,796,47.3,5,210000,,,,
toyota,fortuner,8,189000,diesel,manual,2982,168.5,7,1400000,,,,
hyundai,i10,7,36976,lpg,manual,1086,68.05,5,259000,,,,
hyundai,verna,9,92570,diesel,manual,1582,126.32,5,450000,,,,
mahindra,scorpio,5,57000,diesel,manual,2179,120.0,7,890000,,,,
tata,harrier,2,20000,diesel,manual,1956,138.1,5,1700000,,,,
ford,ecosport,3,24000,petrol,automatic,1497,121.36,5,970000,,,,
hyundai,i20,4,87000,petrol,manual,1197,81.86,5,650000,,,,
honda,city,4,40000,diesel,manual,1498,97.9,5,990000,,,,
honda,cr,8,55000,petrol,automatic,2354,187.4,5,890000,,,,
honda,city,7,120000,diesel,manual,1498,98.6,5,500000,,,,
mahindra,xuv500,5,40000,diesel,manual,2179,140.0,7,1150000,,,,
honda,amaze,2,35000,petrol,manual,1198,86.7,5,595000,,,,
bmw,3,11,63000,diesel,automatic,1995,181.0,5,750000,,,,
ford,freestyle,3,42000,diesel,manual,1498,98.63,5,650000,,,,
tata,tiago,4,9000,petrol,manual,1199,84.0,5,410000,,,,
maruti,vitara,4,80000,diesel,manual,1248,88.5,5,600000,,,,
hyundai,i20,4,47000,diesel,manual,1396,88.73,5,600000,,,,
hyundai,i20,4,65000,diesel,manual,1396,88.73,5,650000,,,,
bmw,x1,10,70000,diesel,automatic,1995,184.0,5,1000000,,,,
hyundai,verna,8,41000,diesel,manual,1582,126.32,5,430000,,,,
